"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"37","North Carolina","37033","Caswell","2018","152","",
"37","North Carolina","37033","Caswell","2019","104","",
"37","North Carolina","37033","Caswell","2020","65","",
"37","North Carolina","37033","Caswell","2021","47","",
"37","North Carolina","37035","Catawba","2008","647","",
"37","North Carolina","37035","Catawba","2009","663","",
"37","North Carolina","37035","Catawba","2010","612","",
"37","North Carolina","37035","Catawba","2011","561","",
"37","North Carolina","37035","Catawba","2012","591","",
"37","North Carolina","37035","Catawba","2013","604","",
"37","North Carolina","37035","Catawba","2014","689","",
"37","North Carolina","37035","Catawba","2015","660","",
"37","North Carolina","37035","Catawba","2016","903","",
"37","North Carolina","37035","Catawba","2017","1,053","",
"37","North Carolina","37035","Catawba","2018","1,247","",
"37","North Carolina","37035","Catawba","2019","702","",
"37","North Carolina","37035","Catawba","2020","544","",
"37","North Carolina","37035","Catawba","2021","493","",
"37","North Carolina","37037","Chatham","2008","144","",
"37","North Carolina","37037","Chatham","2009","148","",
"37","North Carolina","37037","Chatham","2010","125","",
"37","North Carolina","37037","Chatham","2011","79","",
"37","North Carolina","37037","Chatham","2012","82","",
"37","North Carolina","37037","Chatham","2013","95","",
"37","North Carolina","37037","Chatham","2014","125","",
"37","North Carolina","37037","Chatham","2015","140","",
"37","North Carolina","37037","Chatham","2016","162","",
"37","North Carolina","37037","Chatham","2017","214","",
"37","North Carolina","37037","Chatham","2018","293","",
"37","North Carolina","37037","Chatham","2019","191","",
"37","North Carolina","37037","Chatham","2020","197","",
"37","North Carolina","37037","Chatham","2021","72","",
"37","North Carolina","37039","Cherokee","2008","116","",
"37","North Carolina","37039","Cherokee","2009","107","",
"37","North Carolina","37039","Cherokee","2010","91","",
"37","North Carolina","37039","Cherokee","2011","110","",
"37","North Carolina","37039","Cherokee","2012","131","",
"37","North Carolina","37039","Cherokee","2013","53","",
"37","North Carolina","37039","Cherokee","2014","Suppressed","",
"37","North Carolina","37039","Cherokee","2015","6","",
"37","North Carolina","37039","Cherokee","2016","37","",
"37","North Carolina","37039","Cherokee","2017","23","",
"37","North Carolina","37039","Cherokee","2018","54","",
"37","North Carolina","37039","Cherokee","2019","31","",
"37","North Carolina","37039","Cherokee","2020","14","",
"37","North Carolina","37039","Cherokee","2021","14","",
"37","North Carolina","37041","Chowan","2008","131","",
"37","North Carolina","37041","Chowan","2009","81","",
"37","North Carolina","37041","Chowan","2010","103","",
"37","North Carolina","37041","Chowan","2011","95","",
"37","North Carolina","37041","Chowan","2012","96","",
"37","North Carolina","37041","Chowan","2013","114","",
"37","North Carolina","37041","Chowan","2014","103","",
"37","North Carolina","37041","Chowan","2015","98","",
"37","North Carolina","37041","Chowan","2016","87","",
"37","North Carolina","37041","Chowan","2017","147","",
"37","North Carolina","37041","Chowan","2018","128","",
"37","North Carolina","37041","Chowan","2019","105","",
"37","North Carolina","37041","Chowan","2020","72","",
"37","North Carolina","37041","Chowan","2021","75","",
"37","North Carolina","37043","Clay","2008","9","",
"37","North Carolina","37043","Clay","2009","21","",
"37","North Carolina","37043","Clay","2010","26","",
"37","North Carolina","37043","Clay","2011","21","",
"37","North Carolina","37043","Clay","2012","36","",
"37","North Carolina","37043","Clay","2013","17","",
"37","North Carolina","37043","Clay","2014","Suppressed","",
"37","North Carolina","37043","Clay","2015","0","",
"37","North Carolina","37043","Clay","2016","8","",
"37","North Carolina","37043","Clay","2017","7","",
"37","North Carolina","37043","Clay","2018","12","",
"37","North Carolina","37043","Clay","2019","6","",
"37","North Carolina","37043","Clay","2020","Suppressed","",
"37","North Carolina","37043","Clay","2021","Suppressed","",
"37","North Carolina","37045","Cleveland","2008","762","",
"37","North Carolina","37045","Cleveland","2009","977","",
"37","North Carolina","37045","Cleveland","2010","919","",
"37","North Carolina","37045","Cleveland","2011","1,226","",
"37","North Carolina","37045","Cleveland","2012","993","",
"37","North Carolina","37045","Cleveland","2013","957","",
"37","North Carolina","37045","Cleveland","2014","729","",
"37","North Carolina","37045","Cleveland","2015","579","",
"37","North Carolina","37045","Cleveland","2016","750","",
"37","North Carolina","37045","Cleveland","2017","752","",
"37","North Carolina","37045","Cleveland","2018","840","",
"37","North Carolina","37045","Cleveland","2019","496","",
"37","North Carolina","37045","Cleveland","2020","358","",
"37","North Carolina","37045","Cleveland","2021","257","",
"37","North Carolina","37047","Columbus","2008","233","",
"37","North Carolina","37047","Columbus","2009","221","",
"37","North Carolina","37047","Columbus","2010","194","",
"37","North Carolina","37047","Columbus","2011","226","",
"37","North Carolina","37047","Columbus","2012","171","",
"37","North Carolina","37047","Columbus","2013","196","",
"37","North Carolina","37047","Columbus","2014","241","",
"37","North Carolina","37047","Columbus","2015","199","",
"37","North Carolina","37047","Columbus","2016","276","",
"37","North Carolina","37047","Columbus","2017","202","",
"37","North Carolina","37047","Columbus","2018","213","",
"37","North Carolina","37047","Columbus","2019","239","",
"37","North Carolina","37047","Columbus","2020","265","",
"37","North Carolina","37047","Columbus","2021","246","",
"37","North Carolina","37049","Craven","2008","720","",
"37","North Carolina","37049","Craven","2009","904","",
"37","North Carolina","37049","Craven","2010","992","",
"37","North Carolina","37049","Craven","2011","940","",
"37","North Carolina","37049","Craven","2012","867","",
"37","North Carolina","37049","Craven","2013","708","",
"37","North Carolina","37049","Craven","2014","524","",
"37","North Carolina","37049","Craven","2015","377","",
"37","North Carolina","37049","Craven","2016","273","",
"37","North Carolina","37049","Craven","2017","303","",
"37","North Carolina","37049","Craven","2018","504","",
"37","North Carolina","37049","Craven","2019","422","",
"37","North Carolina","37049","Craven","2020","293","",
"37","North Carolina","37049","Craven","2021","221","",
"37","North Carolina","37051","Cumberland","2008","3,016","",
"37","North Carolina","37051","Cumberland","2009","3,067","",
"37","North Carolina","37051","Cumberland","2010","3,008","",
"37","North Carolina","37051","Cumberland","2011","3,034","",
"37","North Carolina","37051","Cumberland","2012","2,120","",
"37","North Carolina","37051","Cumberland","2013","2,470","",
"37","North Carolina","37051","Cumberland","2014","2,631","",
"37","North Carolina","37051","Cumberland","2015","2,263","",
"37","North Carolina","37051","Cumberland","2016","2,601","",
"37","North Carolina","37051","Cumberland","2017","2,642","",
"37","North Carolina","37051","Cumberland","2018","3,138","",
"37","North Carolina","37051","Cumberland","2019","2,409","",
"37","North Carolina","37051","Cumberland","2020","1,281","",
"37","North Carolina","37051","Cumberland","2021","1,367","",
"37","North Carolina","37053","Currituck","2008","93","",
"37","North Carolina","37053","Currituck","2009","66","",
"37","North Carolina","37053","Currituck","2010","77","",
"37","North Carolina","37053","Currituck","2011","88","",
"37","North Carolina","37053","Currituck","2012","89","",
"37","North Carolina","37053","Currituck","2013","97","",
"37","North Carolina","37053","Currituck","2014","49","",
"37","North Carolina","37053","Currituck","2015","61","",
"37","North Carolina","37053","Currituck","2016","67","",
"37","North Carolina","37053","Currituck","2017","44","",
"37","North Carolina","37053","Currituck","2018","39","",
"37","North Carolina","37053","Currituck","2019","29","",
"37","North Carolina","37053","Currituck","2020","20","",
"37","North Carolina","37053","Currituck","2021","21","",
"37","North Carolina","37055","Dare","2008","145","",
"37","North Carolina","37055","Dare","2009","75","",
"37","North Carolina","37055","Dare","2010","99","",
"37","North Carolina","37055","Dare","2011","146","",
"37","North Carolina","37055","Dare","2012","168","",
"37","North Carolina","37055","Dare","2013","148","",
"37","North Carolina","37055","Dare","2014","98","",
"37","North Carolina","37055","Dare","2015","88","",
"37","North Carolina","37055","Dare","2016","88","",
"37","North Carolina","37055","Dare","2017","76","",
"37","North Carolina","37055","Dare","2018","88","",
"37","North Carolina","37055","Dare","2019","58","",
"37","North Carolina","37055","Dare","2020","54","",
"37","North Carolina","37055","Dare","2021","34","",
"37","North Carolina","37057","Davidson","2008","635","",
"37","North Carolina","37057","Davidson","2009","652","",
"37","North Carolina","37057","Davidson","2010","489","",
"37","North Carolina","37057","Davidson","2011","472","",
"37","North Carolina","37057","Davidson","2012","563","",
"37","North Carolina","37057","Davidson","2013","601","",
"37","North Carolina","37057","Davidson","2014","571","",
"37","North Carolina","37057","Davidson","2015","543","",
"37","North Carolina","37057","Davidson","2016","569","",
"37","North Carolina","37057","Davidson","2017","567","",
"37","North Carolina","37057","Davidson","2018","594","",
"37","North Carolina","37057","Davidson","2019","453","",
"37","North Carolina","37057","Davidson","2020","322","",
"37","North Carolina","37057","Davidson","2021","273","",
"37","North Carolina","37059","Davie","2008","77","",
"37","North Carolina","37059","Davie","2009","81","",
"37","North Carolina","37059","Davie","2010","92","",
"37","North Carolina","37059","Davie","2011","75","",
"37","North Carolina","37059","Davie","2012","82","",
"37","North Carolina","37059","Davie","2013","78","",
"37","North Carolina","37059","Davie","2014","91","",
"37","North Carolina","37059","Davie","2015","90","",
"37","North Carolina","37059","Davie","2016","98","",
"37","North Carolina","37059","Davie","2017","96","",
"37","North Carolina","37059","Davie","2018","86","",
"37","North Carolina","37059","Davie","2019","87","",
"37","North Carolina","37059","Davie","2020","54","",
"37","North Carolina","37059","Davie","2021","59","",
"37","North Carolina","37061","Duplin","2008","94","",
"37","North Carolina","37061","Duplin","2009","73","",
"37","North Carolina","37061","Duplin","2010","90","",
"37","North Carolina","37061","Duplin","2011","94","",
"37","North Carolina","37061","Duplin","2012","209","",
"37","North Carolina","37061","Duplin","2013","366","",
"37","North Carolina","37061","Duplin","2014","354","",
"37","North Carolina","37061","Duplin","2015","296","",
"37","North Carolina","37061","Duplin","2016","295","",
"37","North Carolina","37061","Duplin","2017","386","",
"37","North Carolina","37061","Duplin","2018","315","",
"37","North Carolina","37061","Duplin","2019","328","",
"37","North Carolina","37061","Duplin","2020","244","",
"37","North Carolina","37061","Duplin","2021","204","",
"37","North Carolina","37063","Durham","2008","1,095","",
"37","North Carolina","37063","Durham","2009","1,221","",
"37","North Carolina","37063","Durham","2010","1,480","",
"37","North Carolina","37063","Durham","2011","1,667","",
"37","North Carolina","37063","Durham","2012","1,728","",
"37","North Carolina","37063","Durham","2013","1,378","",
"37","North Carolina","37063","Durham","2014","870","",
"37","North Carolina","37063","Durham","2015","798","",
"37","North Carolina","37063","Durham","2016","1,191","",
"37","North Carolina","37063","Durham","2017","1,138","",
"37","North Carolina","37063","Durham","2018","1,301","",
"37","North Carolina","37063","Durham","2019","1,109","",
"37","North Carolina","37063","Durham","2020","757","",
"37","North Carolina","37063","Durham","2021","698","",
"37","North Carolina","37065","Edgecombe","2008","465","",
"37","North Carolina","37065","Edgecombe","2009","357","",
"37","North Carolina","37065","Edgecombe","2010","376","",
"37","North Carolina","37065","Edgecombe","2011","315","",
"37","North Carolina","37065","Edgecombe","2012","318","",
"37","North Carolina","37065","Edgecombe","2013","282","",
"37","North Carolina","37065","Edgecombe","2014","244","",
"37","North Carolina","37065","Edgecombe","2015","246","",
"37","North Carolina","37065","Edgecombe","2016","486","",
"37","North Carolina","37065","Edgecombe","2017","510","",
"37","North Carolina","37065","Edgecombe","2018","513","",
"37","North Carolina","37065","Edgecombe","2019","699","",
"37","North Carolina","37065","Edgecombe","2020","502","",
"37","North Carolina","37065","Edgecombe","2021","259","",
"37","North Carolina","37067","Forsyth","2008","1,959","",
"37","North Carolina","37067","Forsyth","2009","1,849","",
"37","North Carolina","37067","Forsyth","2010","1,810","",
"37","North Carolina","37067","Forsyth","2011","1,591","",
"37","North Carolina","37067","Forsyth","2012","1,939","",
"37","North Carolina","37067","Forsyth","2013","1,966","",
"37","North Carolina","37067","Forsyth","2014","1,735","",
"37","North Carolina","37067","Forsyth","2015","1,532","",
"37","North Carolina","37067","Forsyth","2016","1,480","",
"37","North Carolina","37067","Forsyth","2017","1,416","",
"37","North Carolina","37067","Forsyth","2018","1,526","",
"37","North Carolina","37067","Forsyth","2019","1,359","",
"37","North Carolina","37067","Forsyth","2020","913","",
"37","North Carolina","37067","Forsyth","2021","937","",
"37","North Carolina","37069","Franklin","2008","214","",
"37","North Carolina","37069","Franklin","2009","244","",
"37","North Carolina","37069","Franklin","2010","261","",
"37","North Carolina","37069","Franklin","2011","301","",
"37","North Carolina","37069","Franklin","2012","396","",
"37","North Carolina","37069","Franklin","2013","306","",
"37","North Carolina","37069","Franklin","2014","282","",
"37","North Carolina","37069","Franklin","2015","200","",
"37","North Carolina","37069","Franklin","2016","225","",
"37","North Carolina","37069","Franklin","2017","223","",
"37","North Carolina","37069","Franklin","2018","263","",
"37","North Carolina","37069","Franklin","2019","257","",
"37","North Carolina","37069","Franklin","2020","235","",
"37","North Carolina","37069","Franklin","2021","156","",
"37","North Carolina","37071","Gaston","2008","951","",
"37","North Carolina","37071","Gaston","2009","961","",
"37","North Carolina","37071","Gaston","2010","1,030","",
"37","North Carolina","37071","Gaston","2011","1,148","",
"37","North Carolina","37071","Gaston","2012","1,137","",
"37","North Carolina","37071","Gaston","2013","643","",
"37","North Carolina","37071","Gaston","2014","1,091","",
"37","North Carolina","37071","Gaston","2015","889","",
"37","North Carolina","37071","Gaston","2016","947","",
"37","North Carolina","37071","Gaston","2017","946","",
"37","North Carolina","37071","Gaston","2018","879","",
"37","North Carolina","37071","Gaston","2019","815","",
"37","North Carolina","37071","Gaston","2020","571","",
"37","North Carolina","37071","Gaston","2021","537","",
"37","North Carolina","37073","Gates","2008","32","",
"37","North Carolina","37073","Gates","2009","41","",
"37","North Carolina","37073","Gates","2010","30","",
"37","North Carolina","37073","Gates","2011","33","",
"37","North Carolina","37073","Gates","2012","34","",
"37","North Carolina","37073","Gates","2013","38","",
"37","North Carolina","37073","Gates","2014","39","",
"37","North Carolina","37073","Gates","2015","37","",
"37","North Carolina","37073","Gates","2016","46","",
"37","North Carolina","37073","Gates","2017","27","",
"37","North Carolina","37073","Gates","2018","29","",
"37","North Carolina","37073","Gates","2019","30","",
"37","North Carolina","37073","Gates","2020","13","",
"37","North Carolina","37073","Gates","2021","15","",
"37","North Carolina","37075","Graham","2008","35","",
"37","North Carolina","37075","Graham","2009","43","",
"37","North Carolina","37075","Graham","2010","33","",
"37","North Carolina","37075","Graham","2011","17","",
"37","North Carolina","37075","Graham","2012","29","",
"37","North Carolina","37075","Graham","2013","12","",
"37","North Carolina","37075","Graham","2014","7","",
"37","North Carolina","37075","Graham","2015","14","",
"37","North Carolina","37075","Graham","2016","19","",
"37","North Carolina","37075","Graham","2017","Suppressed","",
"37","North Carolina","37075","Graham","2018","18","",
"37","North Carolina","37075","Graham","2019","15","",
"37","North Carolina","37075","Graham","2020","19","",
"37","North Carolina","37075","Graham","2021","19","",
"37","North Carolina","37077","Granville","2008","202","",
"37","North Carolina","37077","Granville","2009","229","",
"37","North Carolina","37077","Granville","2010","236","",
"37","North Carolina","37077","Granville","2011","234","",
"37","North Carolina","37077","Granville","2012","199","",
"37","North Carolina","37077","Granville","2013","151","",
"37","North Carolina","37077","Granville","2014","193","",
"37","North Carolina","37077","Granville","2015","213","",
"37","North Carolina","37077","Granville","2016","233","",
"37","North Carolina","37077","Granville","2017","238","",
"37","North Carolina","37077","Granville","2018","243","",
"37","North Carolina","37077","Granville","2019","198","",
"37","North Carolina","37077","Granville","2020","133","",
"37","North Carolina","37077","Granville","2021","124","",
"37","North Carolina","37079","Greene","2008","73","",
"37","North Carolina","37079","Greene","2009","54","",
"37","North Carolina","37079","Greene","2010","79","",
"37","North Carolina","37079","Greene","2011","66","",
"37","North Carolina","37079","Greene","2012","78","",
"37","North Carolina","37079","Greene","2013","92","",
"37","North Carolina","37079","Greene","2014","85","",
"37","North Carolina","37079","Greene","2015","86","",
"37","North Carolina","37079","Greene","2016","112","",
"37","North Carolina","37079","Greene","2017","118","",
"37","North Carolina","37079","Greene","2018","120","",
"37","North Carolina","37079","Greene","2019","125","",
"37","North Carolina","37079","Greene","2020","108","",
"37","North Carolina","37079","Greene","2021","61","",
"37","North Carolina","37081","Guilford","2008","3,125","",
"37","North Carolina","37081","Guilford","2009","2,918","",
"37","North Carolina","37081","Guilford","2010","2,822","",
"37","North Carolina","37081","Guilford","2011","2,846","",
"37","North Carolina","37081","Guilford","2012","3,550","",
"37","North Carolina","37081","Guilford","2013","3,139","",
"37","North Carolina","37081","Guilford","2014","2,822","",
"37","North Carolina","37081","Guilford","2015","2,394","",
"37","North Carolina","37081","Guilford","2016","4,302","",
"37","North Carolina","37081","Guilford","2017","6,925","",
"37","North Carolina","37081","Guilford","2018","8,429","",
"37","North Carolina","37081","Guilford","2019","5,886","",
"37","North Carolina","37081","Guilford","2020","3,863","",
